,mean,sd,2.50%,97.50%,n_eff,Rhat4,,,
a_station[5],0.091712546,1.003539324,-1.773985006,2.154525926,154.8866282,1.013764173,,,
a_station[50],0.036556623,1.00426021,-1.828730822,2.102799097,154.5012767,1.013760038,,,
a_station[51],0.08427057,1.003670703,-1.781692988,2.15199173,155.1142725,1.013784495,,,
a_station[52],-0.119618253,1.004767931,-1.982523911,1.950259266,155.2585442,1.013702396,,,
a_station[53],0.042960855,1.011224764,-1.835156376,2.118486253,156.2873306,1.013657813,,,
a_station[54],0.004349885,1.00348814,-1.858229958,2.064993163,154.9611706,1.013684621,,,
a_station[55],0.245190115,1.004858814,-1.618082616,2.319802856,155.8805214,1.013857896,,,
a_station[56],0.178105276,1.005447129,-1.686774601,2.253113879,155.5567309,1.014101207,,,
a_station[57],0.641170397,1.009304224,-1.2358728,2.729712831,157.9834073,1.014020242,,,
a_station[58],-0.183089304,1.009013092,-2.057106569,1.887202763,155.3664059,1.013789206,,,
a_station[59],0.027324362,1.00456137,-1.842194501,2.095330977,154.4908626,1.013841109,,,
a_station[6],0.141133868,1.002643548,-1.724434254,2.203989623,153.9741347,1.01410606,,,
a_station[60],0.062055471,1.013771543,-1.829170887,2.134118416,157.1774739,1.013767801,,,
a_station[61],0.409085571,1.003003373,-1.454408643,2.473252238,155.7048318,1.014063504,,,
a_station[62],0.048534574,1.009062441,-1.8326155,2.124868415,155.2708378,1.013860401,,,
a_station[63],0.065888436,1.011437327,-1.813195918,2.138117057,155.9705139,1.013653779,,,
a_station[64],-0.083334717,1.004253007,-1.948002464,1.9747057,154.5259628,1.013921381,,,
a_station[65],0.03785431,1.007642008,-1.837177192,2.115197246,155.0984154,1.013807893,,,
a_station[66],0.028897258,1.005619778,-1.8397092,2.094418538,154.4972012,1.013811737,,,
a_station[67],0.017989319,1.004169634,-1.847573986,2.079076355,154.5780003,1.013888133,,,
a_station[68],0.402603324,1.005857437,-1.460599689,2.477344234,157.0919006,1.013848293,,,
a_station[69],-0.0147347,1.004384759,-1.876948011,2.059556035,155.0786255,1.013855885,,,
a_station[7],0.089609504,1.002407176,-1.77133345,2.154644056,154.5996797,1.013867342,,,
a_station[70],0.155686571,1.010856023,-1.722727859,2.233907167,156.915359,1.013707379,,,
a_station[71],0.26999606,1.004974977,-1.594811421,2.349051594,155.1805736,1.014103923,,,
a_station[72],0.232066159,1.00366631,-1.631908458,2.303874206,155.7856591,1.013819464,,,
a_station[73],0.086164774,1.004031147,-1.781188846,2.150172852,155.9738826,1.013727066,,,
a_station[74],-0.130245684,1.006874177,-2.001793454,1.934558319,154.7691534,1.013758389,,,
a_station[8],0.131822751,1.004124895,-1.733494294,2.199760426,154.2786293,1.014027039,,,
a_station[9],0.127358079,1.002763979,-1.734180261,2.194014261,154.4074307,1.013942067,,,
b10j[1],0.000190458,0.03856733,-0.076874699,0.083568735,788.829991,1.005046505,,,
b10j[10],-0.006352579,0.036121151,-0.084562262,0.065516689,1279.854948,1.005341251,,,
b10j[11],-0.009985458,0.031051797,-0.078743492,0.046987523,1207.400253,1.002381447,,,
b10j[12],-0.026384883,0.038292173,-0.117975066,0.033722937,626.9856073,1.001508783,,,
b10j[13],0.007698982,0.040583437,-0.067974135,0.10049711,892.8893051,1.01048232,,,
b10j[14],0.002977013,0.038320221,-0.071721707,0.087797333,812.7838248,1.006547835,,,
b10j[15],-0.003650755,0.036588317,-0.081969503,0.070809482,1384.548427,1.000474597,,,
b10j[16],-0.005037179,0.037342524,-0.08241847,0.072709562,957.7294796,1.007311167,,,
b10j[17],0.000247178,0.036175297,-0.07235162,0.079037965,1076.745973,1.003092468,,,
b10j[18],0.013844252,0.03818333,-0.05296177,0.102143433,1176.145824,1.003586627,,,
b10j[19],-0.01327461,0.02597577,-0.070401742,0.033432207,968.3461579,1.001786453,,,
b10j[2],0.009595698,0.036078534,-0.053418801,0.093277922,1031.124176,1.004595526,,,
b10j[20],-0.001911145,0.036779691,-0.077968233,0.07508748,1345.889839,1.003746585,,,
b10j[21],-0.007129696,0.036461055,-0.087392629,0.063470354,1141.594944,1.003628571,,,
b10j[22],0.009038649,0.034503841,-0.05283205,0.088074972,549.4174152,1.010072894,,,
b10j[23],-0.007084832,0.031114732,-0.074729209,0.052803017,947.571686,1.005700342,,,
b10j[24],-0.00376091,0.035445853,-0.077852563,0.068944183,1374.198917,1.001494844,,,
b10j[25],0.000531142,0.036807474,-0.073312591,0.079819099,1103.855434,1.005074299,,,
b10j[26],-0.005826718,0.038228353,-0.08809903,0.068698267,888.5086838,1.002113609,,,
b10j[27],-0.004368561,0.034388047,-0.074992648,0.066540683,1353.235667,1.003798621,,,
b10j[28],-0.00331532,0.034158777,-0.073980932,0.067443924,1262.103922,1.002286918,,,
b10j[29],-0.000722179,0.037624669,-0.076506922,0.079122845,1118.102322,1.003339218,,,
b10j[3],0.000420957,0.037547442,-0.073529435,0.081498644,968.5285317,1.006672907,,,
b10j[30],0.003013661,0.046670115,-0.087999906,0.107421738,1568.580817,1.001536523,,,
b10j[31],-0.002596527,0.037582528,-0.081822412,0.07387762,652.7074661,1.009651628,,,
b10j[32],0.0008,0.035966604,-0.070504068,0.077114377,1278.251073,1.003449812,,,
b10j[33],-0.006954253,0.031951487,-0.076869937,0.054877232,951.1800491,1.00115937,,,
b10j[34],0.001443229,0.030663068,-0.058723126,0.066447728,991.9230577,1.005286904,,,
b10j[35],0.002579664,0.037185624,-0.069136142,0.082058589,724.704938,1.006125954,,,
b10j[36],-0.003342838,0.031731944,-0.070541704,0.060110498,1144.050787,1.004686435,,,
b10j[37],-0.004826376,0.03705383,-0.086846561,0.068311237,1300.738765,1.000537811,,,
b10j[38],-0.006471656,0.037364059,-0.08873627,0.066112302,765.2345973,1.003990913,,,
b10j[39],0.005538419,0.037921933,-0.067673494,0.088718069,1431.042994,1.001422072,,,
b10j[4],-0.004916839,0.037526199,-0.082507353,0.067136401,1071.975696,1.000636851,,,
b10j[40],0.002538944,0.038859817,-0.07443834,0.086628906,1029.365031,1.008640555,,,
b10j[41],-0.014896181,0.031349768,-0.085275542,0.040715246,785.2111685,1.001867263,,,
b10j[42],-0.004949935,0.037837359,-0.086469908,0.069667761,863.1894222,1.001659608,,,
b10j[43],0.021620908,0.033060294,-0.031007887,0.096461791,574.5974477,1.006516031,,,
b10j[44],0.007329018,0.038819157,-0.060994673,0.096442838,1158.455088,1.004940338,,,
b10j[45],-0.003118449,0.035607261,-0.078461395,0.070649317,1174.723605,1.003351569,,,
b10j[46],-0.010683307,0.038156102,-0.095514385,0.060238284,1312.624032,1.001202703,,,
b10j[47],0.000700982,0.025671177,-0.049108667,0.054412322,1149.164522,1.002461782,,,
b10j[48],0.001629547,0.035434966,-0.067208901,0.079471497,762.0813869,1.001991057,,,
b10j[49],-0.001007777,0.036975355,-0.075397152,0.078690382,832.6676966,1.007079479,,,
b10j[5],-0.001938332,0.035836336,-0.07708659,0.072428019,1167.915523,1.003204146,,,
b10j[50],-0.002447345,0.029889047,-0.06383837,0.057655798,736.6113242,1.005672829,,,
b10j[51],-0.012950467,0.028111997,-0.075333714,0.037579939,747.847841,1.001552848,,,
b10j[52],-0.000210464,0.038123569,-0.079271971,0.079007622,1544.149014,1.00231406,,,
b10j[53],-0.001734457,0.036957651,-0.079959179,0.074909404,1368.995118,1.001249173,,,
b10j[54],-0.009299614,0.034642833,-0.086877812,0.054907555,927.7841049,1.001850013,,,
b10j[55],-0.013545647,0.038117679,-0.102076358,0.053815829,1063.219382,1.002337207,,,
b10j[56],-0.003530558,0.02885283,-0.062675723,0.054786595,994.0040531,1.001044369,,,
b10j[57],-0.009789202,0.026503271,-0.06704549,0.039744297,881.3660608,1.001254067,,,
b10j[58],-0.005383531,0.036783408,-0.085167934,0.069594401,1007.970112,1.003352641,,,
b10j[59],-0.000943596,0.035340653,-0.070495929,0.076487432,987.6641485,1.006661162,,,
b10j[6],0.005829512,0.028544335,-0.048811314,0.065768712,573.5172971,1.014017407,,,
b10j[60],-0.007499648,0.035320106,-0.085302884,0.061678216,1546.647664,1.000364497,,,
b10j[61],-0.001354016,0.040443869,-0.083862975,0.082879171,1422.634542,1.003356366,,,
b10j[62],-0.002551362,0.035889145,-0.076518085,0.072784145,1197.49593,1.001477674,,,
b10j[63],-0.009788086,0.037085608,-0.094767253,0.058952654,811.7503332,1.002715854,,,
b10j[64],-0.001280094,0.033533485,-0.070294159,0.068137184,1076.112432,1.003393302,,,
b10j[7],-0.003260473,0.037623952,-0.081991412,0.07307104,1131.957642,1.001793478,,,
b10j[8],-0.013000966,0.036477597,-0.096899183,0.05227658,1061.65917,1.000739404,,,
b10j[9],-0.002797042,0.034634906,-0.074487522,0.068740747,528.3518119,1.007924305,,,
b11j[1],0.105304648,0.090515162,-0.039418806,0.299926146,527.2337304,1.00734911,,,
b11j[10],-0.015552776,0.086229588,-0.199223958,0.159703467,3519.81354,1.000804168,,,
b11j[11],0.024983821,0.060996044,-0.087532977,0.156828775,1996.976752,1.006093617,,,
b11j[12],0.042280366,0.063605714,-0.068313417,0.179346228,720.4690581,1.01125355,,,
b11j[13],-0.004974116,0.095207605,-0.196576687,0.201795538,4427.040573,1.003363825,,,
b11j[14],-0.042156892,0.079311772,-0.216519441,0.105997937,2386.145328,1.002349055,,,
b11j[15],-0.010994966,0.088314086,-0.193442663,0.173043259,3509.868293,1.001058794,,,
b11j[16],-0.003331253,0.08936002,-0.18863046,0.185963804,3338.696015,1.002453716,,,
b11j[17],0.014458617,0.084799344,-0.143927108,0.201663206,2213.897057,1.003386436,,,
b11j[18],0.000610038,0.062515133,-0.118959074,0.133019194,2498.261185,1.000849857,,,
b11j[19],-0.002649977,0.045987248,-0.094546229,0.090442624,2858.702398,1.001652343,,,
b11j[2],-0.057414463,0.074835727,-0.222688016,0.076940611,1782.48578,1.002648689,,,
b11j[20],-0.011604291,0.08758192,-0.194049009,0.173350175,3777.888108,1.001139163,,,
b11j[21],-0.006321911,0.090065414,-0.193532042,0.185921008,3099.385261,1.003222545,,,
b11j[22],-0.131557179,0.083909986,-0.304506214,0.005531555,486.1534403,1.006613554,,,
b11j[23],-9.32E-06,0.04612947,-0.090251094,0.095954398,2231.591708,1.002141498,,,
b11j[24],-0.018655509,0.086999823,-0.206178552,0.156637694,2878.966109,1.001485198,,,
b11j[25],-0.015015685,0.090031548,-0.205508185,0.171046811,3375.538154,1.002218451,,,
b11j[26],-0.008710535,0.089864906,-0.197383494,0.179283058,2771.256183,1.003066478,,,
b11j[27],0.04184484,0.068509138,-0.07630646,0.192582326,1388.051696,1.004555224,,,
b11j[28],-0.004557529,0.082540889,-0.173811077,0.167527772,3307.701746,1.001697905,,,
b11j[29],-0.008890516,0.089831717,-0.194078791,0.180357918,3368.434132,1.001440336,,,
b11j[3],-0.011704049,0.090969487,-0.200211531,0.180198752,2606.963853,1.000205935,,,
b11j[30],-0.005196487,0.115988934,-0.245520465,0.237326346,2027.096817,1.002999782,,,
b11j[31],-0.012311395,0.088981117,-0.197848062,0.172899039,3587.669625,1.002337857,,,
b11j[32],-0.027932966,0.081166336,-0.203399517,0.133258534,2281.654709,1.002200627,,,
b11j[33],-0.094618191,0.080293569,-0.273018252,0.031364534,642.2759989,1.003844349,,,
b11j[34],0.017710081,0.069274276,-0.108827428,0.170564449,2191.835287,1.002655589,,,
b11j[35],-0.008613411,0.086993837,-0.187532324,0.175520745,4420.477197,1.000888493,,,
b11j[36],-0.050121904,0.072005987,-0.211503338,0.074776013,1604.987759,1.001744808,,,
b11j[37],-0.051596465,0.090668777,-0.260658573,0.109214438,1636.29713,1.001103346,,,
b11j[38],0.064830111,0.087319838,-0.073918895,0.265787637,767.6617835,1.005917062,,,
b11j[39],-0.024299603,0.089199032,-0.214585529,0.155244612,3899.722914,1.000435444,,,
b11j[4],-0.008281582,0.085297348,-0.184903015,0.172195086,3583.774029,1.001169609,,,
b11j[40],-0.007896267,0.093429514,-0.199396372,0.190408789,3655.34556,1.000778564,,,
b11j[41],0.009627985,0.066965235,-0.119337595,0.152660285,2137.68629,1.001323948,,,
b11j[42],-0.015793568,0.087891579,-0.203891684,0.16359822,3187.404259,1.00293954,,,
b11j[43],-0.023985966,0.03745148,-0.099899366,0.049180349,3018.576534,1.001285937,,,
b11j[44],-0.004989959,0.081918514,-0.169904341,0.169373031,2571.270148,1.00141783,,,
b11j[45],-0.014251472,0.086274234,-0.199561911,0.161683338,3806.645765,1.00100922,,,
b11j[46],-0.008357474,0.094423027,-0.201493829,0.185344369,2225.516654,1.003464269,,,
b11j[47],-0.02105168,0.038074442,-0.098264486,0.052565165,4244.118835,1.0005424,,,
b11j[48],-0.001507971,0.069998782,-0.137777666,0.148636022,3163.184559,1.001209667,,,
b11j[49],-0.014235817,0.084531273,-0.188531281,0.159259219,3814.809571,1.000780943,,,
b11j[5],-0.015745066,0.092301471,-0.212094306,0.171901186,2859.607798,1.003566845,,,
b11j[50],-0.059580906,0.057581057,-0.18412494,0.040083752,1148.198915,1.004851827,,,
b11j[51],0.037174426,0.046151246,-0.045812047,0.132047443,632.9338287,1.008143543,,,
b11j[52],-0.003492639,0.084178757,-0.171699079,0.176441811,3709.855411,1.001498949,,,
b11j[53],-0.013900825,0.088260415,-0.20132233,0.165547282,3549.66662,1.000795229,,,
b11j[54],0.023055756,0.068208096,-0.102051013,0.172171515,2028.189241,1.00454886,,,
b11j[55],-0.050680484,0.091124542,-0.255148727,0.115166433,2010.63248,1.00248589,,,
b11j[56],-0.014789029,0.047843623,-0.114433945,0.078688997,1825.64848,1.002341087,,,
b11j[57],0.004513694,0.04318494,-0.078573551,0.09354224,3548.476359,1.003609592,,,
b11j[58],-0.010706743,0.093399087,-0.20355098,0.184867159,2339.640942,1.003277547,,,
b11j[59],-0.028092157,0.084193806,-0.213328103,0.13146252,2138.746054,1.00211813,,,
b11j[6],-0.041900613,0.039330574,-0.126236407,0.02931628,967.5190958,1.006297212,,,
b11j[60],-0.000484954,0.076567459,-0.155828161,0.159621055,3129.980863,1.001096387,,,
b11j[61],-0.072444052,0.108228083,-0.33396239,0.10110274,1486.04247,1.002341198,,,
b11j[62],0.017398423,0.080815438,-0.13356903,0.199010456,2404.306648,1.006649213,,,
b11j[63],0.005244042,0.090310602,-0.175072807,0.203712678,2774.475362,1.003415506,,,
b11j[64],-0.031031514,0.083115416,-0.216114511,0.125523153,2022.061459,1.001854267,,,
b11j[7],0.002253208,0.089430989,-0.174882822,0.197329127,3253.746208,1.000836734,,,
b11j[8],0.005319087,0.079053461,-0.153334737,0.172234293,2321.93809,1.001654599,,,
b11j[9],0.003097387,0.090437401,-0.17494916,0.203682842,2181.99956,1.001237903,,,
b12j[10],0.03785266,0.113424642,-0.171553132,0.284354973,2239.982012,1.00110536,,,
b12j[11],-0.001054018,0.067687284,-0.132457626,0.135194999,4564.992402,1.00053488,,,
b12j[12],0.035156586,0.041361794,-0.044539373,0.116420829,2906.830805,1.001660615,,,
b12j[13],-0.003775576,0.124810961,-0.245310717,0.256731927,3632.327936,1.001186867,,,
b12j[14],-0.042562981,0.078085884,-0.199008156,0.110862906,3056.584209,1.000687339,,,
b12j[15],0.039299669,0.106293512,-0.153732557,0.269290537,2541.663522,1.002445573,,,
b12j[16],-0.015694037,0.116813534,-0.245708111,0.227255751,3542.319533,1.001176925,,,
b12j[17],0.004251867,0.113236476,-0.211545427,0.244857654,3681.351685,1.00171268,,,
b12j[18],0.033070811,0.085869816,-0.126812652,0.212499106,2248.39294,1.004272462,,,
b12j[19],0.009245375,0.052084808,-0.089586246,0.115980543,2006.685506,1.00273618,,,
b12j[2],0.040065957,0.051995883,-0.059771374,0.143590419,2999.696961,1.000933787,,,
b12j[20],-0.026271553,0.104622015,-0.237825033,0.184208869,4192.016905,1.000563369,,,
b12j[21],-0.003528266,0.115935862,-0.232549966,0.237660851,3313.247095,1.00066616,,,
b12j[23],-0.049653172,0.076970069,-0.205916825,0.098100749,3529.950414,1.001686211,,,
b12j[24],-0.00024762,0.105314993,-0.207264317,0.214359199,3459.096309,1.000665344,,,
b12j[25],0.002019798,0.113572368,-0.216960304,0.241666705,3883.648638,1.000364061,,,
b12j[26],-0.040353459,0.113193888,-0.276128878,0.183809913,3641.665959,1.001142193,,,
b12j[27],-0.002671109,0.087498172,-0.175326248,0.175906546,3018.358483,1.000214943,,,
b12j[28],0.034970622,0.0942625,-0.142209952,0.233093613,3629.971337,1.000416611,,,
b12j[29],-0.04948462,0.105828171,-0.267444276,0.156152339,3257.593557,1.001128362,,,
b12j[3],-0.001496304,0.116613855,-0.23281583,0.239401949,3235.85244,1.000739775,,,
b12j[30],0.266303861,0.162328511,-0.013813173,0.609737184,870.771855,1.002728544,,,
b12j[31],-0.015252003,0.117525551,-0.250002065,0.227180748,3014.926553,1.000523583,,,
b12j[32],-0.028040336,0.113891009,-0.258152905,0.203501373,3055.257073,1.003587191,,,
b12j[33],-0.09714502,0.084368777,-0.273051079,0.058092904,2253.206217,1.00044727,,,
b12j[34],-0.053258123,0.077157305,-0.209857831,0.094542069,3586.207913,1.001136625,,,
b12j[35],-0.063594091,0.074074818,-0.215284144,0.076865763,3583.387452,1.001661993,,,
b12j[36],-0.060121272,0.082011149,-0.22992664,0.095997752,3165.593163,1.002238397,,,
b12j[37],0.000249202,0.117644571,-0.23115435,0.244509051,2984.115478,1.001002611,,,
b12j[38],-0.041822989,0.095722704,-0.238028802,0.146715541,3959.084681,1.00285334,,,
b12j[39],-0.014411965,0.119449206,-0.254976867,0.228158694,3700.98326,1.001645,,,
b12j[4],-0.040192706,0.106376092,-0.259591876,0.170516894,3615.375907,1.002145288,,,
b12j[40],-0.115956164,0.111228938,-0.355341175,0.083015355,2274.198073,1.002819191,,,
b12j[41],-0.0656667,0.062909593,-0.194456613,0.05200378,2498.289713,1.001079491,,,
b12j[42],-0.01314807,0.116067827,-0.246144632,0.226912618,3213.663815,1.001691698,,,
b12j[43],-0.035166904,0.020442994,-0.075218689,0.004779331,2661.973553,1.002644671,,,
b12j[44],0.068034012,0.072006821,-0.065503723,0.216360258,3260.404215,1.001406286,,,
b12j[45],-0.052093892,0.093537265,-0.244193971,0.130241345,3710.519446,1.000784746,,,
b12j[46],0.005021888,0.098613297,-0.189089467,0.205919733,3787.485346,1.001370636,,,
b12j[47],-0.013751708,0.025366109,-0.063711983,0.036163861,2313.241198,1.004793765,,,
b12j[48],0.064678427,0.074716768,-0.073957917,0.218638993,2597.143429,1.002000361,,,
b12j[49],-0.011189511,0.116234634,-0.24489709,0.227629974,3179.550685,1.001535351,,,
b12j[5],0.03914504,0.110636002,-0.160079326,0.281607164,3268.98987,1.001284754,,,
b12j[50],-0.07003425,0.060675972,-0.193424598,0.046748274,2663.574676,1.000711851,,,
b12j[52],-0.01359635,0.120419031,-0.25676492,0.229519135,3751.255939,1.000363549,,,
b12j[53],-0.034174164,0.102806115,-0.243722588,0.169953339,3955.004971,1.000593353,,,
b12j[54],-0.005086135,0.091305569,-0.18205588,0.182660822,2780.177364,1.000992132,,,
b12j[55],0.02443124,0.122263531,-0.212012254,0.280051181,2884.984444,1.002130399,,,
b12j[56],-0.004606318,0.024959866,-0.052892736,0.045142746,1909.976404,1.006110066,,,
b12j[57],0.016955122,0.048161541,-0.074869604,0.113944865,2671.358852,1.0007379,,,
b12j[58],-0.008839562,0.115899627,-0.23474268,0.233437169,3577.485915,1.001068529,,,
b12j[59],-0.010531522,0.088100861,-0.187331041,0.166736236,3111.735643,1.000837113,,,
b12j[6],0.023162046,0.045006924,-0.064111529,0.112205057,2691.307085,1.000371442,,,
b12j[60],-0.016497352,0.105654196,-0.226031234,0.199685945,3451.630588,1.0008502,,,
b12j[61],-0.03824834,0.129589218,-0.307250882,0.216904591,3032.727894,1.001953309,,,
b12j[62],0.018999915,0.091716409,-0.156926363,0.210478952,3265.477206,1.002987458,,,
b12j[63],-0.082747563,0.116188951,-0.333989329,0.131214554,2843.626697,1.00081382,,,
b12j[64],-0.023736007,0.08215816,-0.185760067,0.14175366,3908.933901,1.000382509,,,
b12j[7],-0.035941481,0.115360998,-0.273555605,0.19374941,3346.366599,1.001697674,,,
b12j[8],0.043503718,0.109823179,-0.156817391,0.280638915,3293.394456,1.001507868,,,
b12j[9],0.028766069,0.102703056,-0.164342314,0.246212982,2962.078085,1.000690964,,,
b13j[1],-0.045307501,0.053919148,-0.178475968,0.031884848,870.7894511,1.002775253,,,
b13j[10],-0.013987232,0.042278683,-0.108417012,0.072066877,2672.318184,1.002101049,,,
b13j[11],-0.011338366,0.034368874,-0.084743871,0.059471907,3295.925497,1.000602178,,,
b13j[12],-0.028383979,0.03191859,-0.100936633,0.024620185,1363.967622,1.00399434,,,
b13j[13],-0.002444702,0.048275135,-0.100350164,0.104870372,2311.987252,1.001294912,,,
b13j[14],-0.039418751,0.046118081,-0.152948381,0.026584023,974.4510723,1.005687806,,,
b13j[15],-0.005020831,0.043192258,-0.091879787,0.092514691,2506.132027,1.001448976,,,
b13j[16],-0.020976517,0.04432519,-0.127175503,0.058492492,2238.035175,1.001806456,,,
b13j[17],-0.012350554,0.043160083,-0.107499075,0.075603741,2800.287411,1.001390943,,,
b13j[18],0.032109537,0.054275578,-0.044867648,0.167596208,883.3756018,1.010141317,,,
b13j[19],-0.017784549,0.01692417,-0.052635304,0.013454683,1697.211977,1.003692532,,,
b13j[2],0.011645143,0.035694569,-0.049262164,0.093839484,1149.972986,1.00828402,,,
b13j[20],-0.011759383,0.044769345,-0.110605785,0.079922542,2701.849737,1.001533615,,,
b13j[21],-0.001720393,0.044093493,-0.088072198,0.099996202,3073.624489,1.000883558,,,
b13j[22],-0.012524673,0.038762883,-0.097442205,0.066333578,1664.297637,1.000781494,,,
b13j[23],-0.013271397,0.035924244,-0.091004536,0.060342824,2497.195731,1.001257964,,,
b13j[24],-0.012270758,0.041809815,-0.102808353,0.074825331,3115.55964,1.000358491,,,
b13j[25],-0.007663021,0.043825035,-0.100813734,0.086121303,3308.03155,1.001075191,,,
b13j[26],-0.01413859,0.045251745,-0.114121905,0.076991243,2656.314491,1.00055177,,,
b13j[27],-0.018775603,0.041772286,-0.114993995,0.060628332,2845.174612,1.002244373,,,
b13j[28],-0.015363207,0.040076527,-0.105982018,0.063412476,2711.84465,1.002852614,,,
b13j[29],-0.011851138,0.044918647,-0.112593506,0.07874313,2894.188878,1.001316057,,,
b13j[3],-0.01072612,0.045103749,-0.110612836,0.081199586,2661.827287,1.00038429,,,
b13j[30],0.003388256,0.05713283,-0.104325784,0.137502026,2224.112533,1.003209433,,,
b13j[31],-0.011799741,0.04558793,-0.11082316,0.083011968,2432.068389,1.001289644,,,
b13j[32],-0.016185748,0.04435138,-0.119333813,0.069021293,2261.63056,1.002679939,,,
b13j[33],-0.029138907,0.043934704,-0.137203702,0.041101886,1197.011023,1.002753097,,,
b13j[34],-0.026195128,0.039890962,-0.122919511,0.039891679,1353.824976,1.003764755,,,
b13j[35],0.00175073,0.04369173,-0.080630029,0.105275323,2433.408769,1.004564178,,,
b13j[36],-0.002120575,0.038886774,-0.077924948,0.087090683,2030.357873,1.002622464,,,
b13j[37],0.001232446,0.045666598,-0.08462353,0.107251297,2474.154163,1.003026302,,,
b13j[38],-0.018859584,0.040531018,-0.112105742,0.056791207,2026.305531,1.00127549,,,
b13j[39],-0.005040249,0.046832098,-0.101253324,0.099127485,2980.497307,1.002071927,,,
b13j[4],-0.012052943,0.040914768,-0.100673112,0.074191117,2874.638802,1.001011471,,,
b13j[40],-0.011587685,0.047363971,-0.115712602,0.086380845,2698.34965,1.001607398,,,
b13j[41],-0.020255181,0.036745359,-0.104158383,0.046787375,1997.566598,1.001469642,,,
b13j[42],-0.014422455,0.043889878,-0.114258521,0.074020695,2788.313427,1.00038776,,,
b13j[43],0.022068301,0.035790912,-0.031619066,0.106488729,706.5639885,1.009613465,,,
b13j[44],-0.025165925,0.04252119,-0.128319196,0.046951603,1753.17277,1.001228205,,,
b13j[45],-0.014433021,0.042856416,-0.110171467,0.071701751,2462.86017,1.000714754,,,
b13j[46],-0.020844891,0.04489474,-0.124386493,0.063394205,2193.535809,1.002548407,,,
b13j[47],0.004458375,0.017617628,-0.027332425,0.042148603,1819.191069,1.004548555,,,
b13j[48],0.002358724,0.041218806,-0.073634566,0.099448704,1835.991211,1.001644012,,,
b13j[49],-0.010146568,0.044085313,-0.104694978,0.083857061,3027.546189,1.000780669,,,
b13j[5],-0.012947553,0.043691395,-0.11144479,0.07616714,2529.476803,1.0027666,,,
b13j[50],-0.030157704,0.038008731,-0.121673445,0.029256711,1196.403048,1.002450768,,,
b13j[51],-0.014619797,0.033613942,-0.089902304,0.050977848,2097.142815,1.00106941,,,
b13j[52],0.001954998,0.045384001,-0.083639854,0.107295114,2568.654537,1.001917988,,,
b13j[53],-0.010744311,0.045024692,-0.109212784,0.083586884,2162.369162,1.000407923,,,
b13j[54],-0.026113072,0.041456153,-0.125689834,0.043283235,1695.859932,1.00137123,,,
b13j[55],-0.008077283,0.03945608,-0.09251044,0.074677621,3047.732562,1.000392841,,,
b13j[56],-0.003128126,0.013353843,-0.029309221,0.023356135,1961.639969,1.001515974,,,
b13j[57],-0.013599512,0.032057708,-0.085437032,0.049038789,2402.37673,1.00066722,,,
b13j[58],-0.015197013,0.045200481,-0.118645914,0.074255402,2744.839619,1.002183616,,,
b13j[59],-0.015486295,0.042865312,-0.113617089,0.069932446,2406.27953,1.001773058,,,
b13j[6],0.001433567,0.033952077,-0.062284194,0.078048744,1559.425564,1.006836712,,,
b13j[60],-0.017926022,0.041176019,-0.111936438,0.060242998,2292.505912,1.000412725,,,
b13j[61],-0.026496595,0.052785886,-0.154427839,0.065143136,1628.434375,1.000728909,,,
b13j[62],-0.010679646,0.040228155,-0.09847467,0.074893836,3009.436475,1.001453017,,,
b13j[63],-0.003311786,0.04479371,-0.090420827,0.099553824,1996.257749,1.001685554,,,
b13j[64],-0.0263058,0.041831134,-0.127959697,0.043611449,1690.353643,1.002605471,,,
b13j[7],-0.022216893,0.044023351,-0.127650842,0.056218581,2131.847128,1.001563239,,,
b13j[8],-0.012947225,0.042603712,-0.107727876,0.072135991,2497.992303,1.000810241,,,
b13j[9],-0.002999652,0.041315198,-0.086804176,0.089517407,2350.615323,1.006143649,,,
b14j[1],0.003894918,0.03751865,-0.06806429,0.090360363,951.5182929,1.004826178,,,
b14j[10],-0.008875688,0.036335515,-0.099059945,0.050249426,626.2362282,1.008028483,,,
b14j[11],-0.00887872,0.03286145,-0.090153668,0.04604161,390.5764153,1.010827468,,,
b14j[12],-0.01130372,0.034823627,-0.097284444,0.044223773,374.6107703,1.015903019,,,
b14j[13],-0.005803607,0.0386784,-0.094889598,0.066485459,814.8400116,1.002384657,,,
b14j[14],0.012429818,0.038055353,-0.046631921,0.110957021,522.7973954,1.002627602,,,
b14j[15],-0.006942159,0.037792387,-0.097168338,0.058235614,647.6596299,1.004681593,,,
b14j[16],-0.006771429,0.038164447,-0.098328289,0.057850745,255.893308,1.019518176,,,
b14j[17],-0.007350477,0.037119773,-0.100099547,0.054632871,454.5261021,1.013346999,,,
b14j[18],-0.005555284,0.039716678,-0.101345206,0.066931269,474.770626,1.007780204,,,
b14j[19],0.001371497,0.020868299,-0.039717165,0.044463359,888.7208989,1.00774562,,,
b14j[2],-0.004345218,0.031945924,-0.078957485,0.053857351,772.7413077,1.00746053,,,
b14j[20],-0.005061908,0.036359502,-0.091577875,0.058896678,692.0721859,1.006722466,,,
b14j[21],-0.007375714,0.037903822,-0.098631978,0.056674148,303.2845382,1.014243703,,,
b14j[22],-0.015351728,0.03828614,-0.117918654,0.041147467,250.2857653,1.012913592,,,
b14j[23],-0.003072675,0.032023122,-0.074925615,0.057693643,508.420752,1.011091895,,,
