,mean,sd,2.50%,97.50%,n_eff,Rhat4,,,
b11j[49],0.002040592,0.112912411,-0.225805462,0.231252246,11485.99833,1.000304149,,,
b9j[54],-0.02510824,0.131207589,-0.292614054,0.230527373,14316.17171,1.000127952,,,
b11j[5],-0.002505926,0.117167321,-0.242174662,0.230136413,11556.44794,1.000181886,,,
b18j[24],0.010837701,0.104020159,-0.220631168,0.229991894,5277.968958,1.000071118,,,
b18j[10],0.015266048,0.100269632,-0.20025898,0.229936814,4760.502963,1.000298504,,,
b11j[28],0.002359888,0.113360629,-0.22925748,0.229808753,10832.93569,1.000266281,,,
b19j[41],0.048668464,0.092361489,-0.144256798,0.229463177,6224.356621,1.00037102,,,
sigma_station,0.173210026,0.028549781,0.116724093,0.229221717,10613.79489,1.000302711,,,
b11j[25],-0.008481285,0.119329781,-0.256364911,0.228973202,10406.24901,1.000385782,,,
b12j[55],0.007401359,0.103972664,-0.200723441,0.22884096,11992.04545,1.000181457,,,
b18j[54],0.017205268,0.095416993,-0.181610345,0.22766698,6235.366067,1.000647856,,,
b17j[61],0.034978073,0.084692745,-0.116341388,0.227436227,5299.138993,1.000709832,,,
b18j[46],0.005636046,0.107770063,-0.236138432,0.226750955,6312.113752,1.000337858,,,
b19j[23],-0.008100091,0.138598024,-0.329993237,0.226549687,2489.184164,1.001292339,,,
b10j[21],0.03584363,0.100022265,-0.195993039,0.226078873,6380.873435,1.001082432,,,
b11j[32],0.009660422,0.106976672,-0.203474577,0.225809653,9448.583183,1.000276472,,,
b11j[54],0.043735304,0.087914983,-0.125268427,0.22511034,10816.80042,1.00032185,,,
b12j[37],0.00214904,0.107977691,-0.217157441,0.224928004,10865.80328,1.000215909,,,
b10j[11],0.053047028,0.082059573,-0.121847548,0.224557394,6887.192014,1.000417147,,,
b11j[15],-0.003487952,0.113706028,-0.236501356,0.224382576,13284.96828,1.000115102,,,
b13j[23],-0.029205838,0.126826946,-0.275215303,0.224221695,9186.551587,1.000758889,,,
b9j[56],0.029963014,0.097954257,-0.163844028,0.224006906,7571.537005,1.001891084,,,
b11j[27],0.032150724,0.094252589,-0.152229087,0.223639822,11164.32046,1.000375761,,,
b11j[18],0.050287845,0.084475634,-0.108237446,0.223459208,9889.666108,1.000323201,,,
b11j[3],-0.011923549,0.118595273,-0.257236916,0.223421423,10174.85094,1.000152703,,,
b13j[27],-0.044249256,0.134762794,-0.307745494,0.222566448,14061.54432,1.000327385,,,
b10j[23],0.070330318,0.069055343,-0.061424153,0.221791616,4885.72951,1.000362932,,,
b10j[45],0.034277573,0.097055278,-0.186281245,0.220893289,6471.003522,1.000647505,,,
b9j[53],-0.036550898,0.133379047,-0.311446382,0.220562558,15112.97902,0.99999688,,,
b10j[60],0.0379197,0.092016947,-0.168128615,0.218716373,6792.796875,1.000453174,,,
b18j[28],0.011906197,0.099322165,-0.207533758,0.21870329,6659.619572,1.000362211,,,
b11j[42],-0.007838961,0.11503643,-0.247059476,0.218195718,11726.43288,1.000487952,,,
b18j[36],0.016579713,0.092559388,-0.182396291,0.21791839,6347.339147,1.000261497,,,
b18j[8],0.005012096,0.104492957,-0.233420388,0.216658516,5162.144274,1.000725627,,,
b18j[62],0.009877169,0.100269076,-0.210255088,0.216257902,6174.351479,1.000346095,,,
b10j[37],0.028047898,0.101579943,-0.209920158,0.214885847,5708.152935,1.001035099,,,
b18j[11],0.017448342,0.089697272,-0.171240715,0.21480087,6080.025403,1.000350318,,,
b12j[2],0.049512068,0.079455271,-0.099854611,0.21403297,7049.307935,1.000022259,,,
b18j[44],-0.000471504,0.112320655,-0.266220548,0.213036233,3945.094994,1.00057241,,,
b11j[4],-0.012398583,0.114715055,-0.253233765,0.212508527,9169.439886,1.000487717,,,
b18j[34],0.014957508,0.090610768,-0.175932219,0.211391989,4580.560138,1.000308841,,,
b14j[40],0.020698081,0.084848398,-0.150059899,0.211384526,6511.082936,1.000768718,,,
b18j[60],0.010678169,0.09574302,-0.200561646,0.210643311,5955.408591,1.000381564,,,
b12j[3],-0.011791742,0.108684407,-0.235832128,0.209572751,10340.15618,1.00039446,,,
b11j[60],0.018775185,0.09454261,-0.169111829,0.20945565,13054.34937,1.000083016,,,
b15j[48],0.077737373,0.055377774,-0.015879168,0.208132763,3606.274669,1.001419183,,,
b18j[27],0.008771155,0.095585684,-0.204793913,0.207081497,6063.368917,1.000131058,,,
b10j[2],0.045563073,0.080068277,-0.127000441,0.205681351,6190.207463,1.000876907,,,
b11j[8],0.002255583,0.103096997,-0.210319136,0.205240862,10309.2163,1.000271585,,,
b11j[62],-6.85E-05,0.102842423,-0.208966399,0.204430944,10369.28542,1.000252989,,,
b12j[44],0.00254982,0.097737287,-0.194530444,0.20406234,8260.19435,1.000660344,,,
b18j[9],0.004164021,0.101711384,-0.232844225,0.203241505,4341.735498,1.00041045,,,
b12j[57],0.044575059,0.071810854,-0.082288242,0.202266396,3364.539257,1.000539461,,,
b11j[39],-0.029432537,0.119843095,-0.27956793,0.202174642,10192.76548,1.000072483,,,
b11j[13],-0.039340007,0.125991156,-0.306454606,0.201949834,10027.58876,1.000327113,,,
b14j[14],0.02995104,0.073597757,-0.111161903,0.200899452,7023.023927,1.000185253,,,
b12j[6],0.069092821,0.064734088,-0.051609047,0.200774085,5250.673434,1.001028588,,,
b9j[50],0.045800581,0.07727061,-0.103592122,0.200752538,14661.83199,1.000725473,,,
b18j[16],-0.000733385,0.108101182,-0.253940778,0.200705886,4462.02254,1.000522849,,,
b19j[38],-0.068946169,0.181953913,-0.501202017,0.199812345,1610.952365,1.001722233,,,
b18j[50],0.036728475,0.069992392,-0.088695373,0.199685341,3716.868178,1.001588024,,,
b12j[15],-0.014232288,0.105440454,-0.233136367,0.199348773,11042.6532,1.000089168,,,
b10j[57],0.070009751,0.060508393,-0.045530936,0.198968424,5551.255241,1.000248788,,,
b9j[2],-0.010226901,0.105441871,-0.219532769,0.198769662,10264.12344,1.000674,,,
b15j[38],0.060922272,0.058583021,-0.046141421,0.1985748,4224.419913,1.000991766,,,
b12j[25],-0.017708413,0.108236623,-0.245302676,0.198421885,11387.82631,1.000238087,,,
b18j[64],0.008310491,0.093311104,-0.20327623,0.198274136,5092.231443,1.000702455,,,
b10j[55],0.021578923,0.098991472,-0.212084463,0.197809474,5316.35011,1.000980084,,,
b11j[59],-0.009941309,0.106776256,-0.232684736,0.197540535,10808.7502,1.000192373,,,
b11j[37],-0.017473135,0.110083035,-0.246029958,0.197539724,9460.916431,1.000002072,,,
b12j[31],-0.020677616,0.109715575,-0.254698558,0.197090299,9780.245617,1.000031969,,,
b14j[41],0.036759984,0.067426893,-0.084094233,0.196299866,4803.529489,1.001382275,,,
b12j[49],-0.020708642,0.108966701,-0.252007204,0.195863889,9091.450487,1.000129285,,,
b14j[13],0.01206708,0.084535885,-0.166595047,0.195741677,7125.233843,1.000704791,,,
b12j[42],-0.021083057,0.108335251,-0.249903732,0.195704947,11549.58558,1.000407653,,,
b12j[7],-0.014640558,0.104937836,-0.234813232,0.19508517,9248.105096,1.000555367,,,
b13j[6],0.031372977,0.083025849,-0.130576361,0.195053903,9982.58658,1.000277753,,,
sigma_sp[5],0.083525262,0.051164874,0.004348382,0.194108427,807.8235017,1.005114002,,,
b15j[36],0.069195768,0.053462482,-0.026054657,0.193649171,3634.542203,1.001077832,,,
b12j[32],-0.01340572,0.104565718,-0.234252845,0.193532888,9951.772555,1.000778029,,,
b15j[35],0.053464546,0.061727533,-0.066381572,0.193179677,5314.097587,1.000905904,,,
b12j[39],-0.02039531,0.109107005,-0.253572783,0.192987214,9620.894489,1.000214894,,,
b11j[10],-0.014907006,0.107753354,-0.239653249,0.192883391,10953.4419,1.000071118,,,
b12j[5],-0.018456573,0.105080287,-0.24030454,0.192521476,10652.59877,1.000349847,,,
b9j[34],0.009562291,0.091972031,-0.17094302,0.191911079,11964.22224,1.000043466,,,
b10j[48],0.029716901,0.084910028,-0.159509513,0.191236865,6502.787606,1.000763485,,,
b12j[21],-0.023307679,0.107134175,-0.24874742,0.191175206,10124.48993,1.000491819,,,
b12j[34],0.026127768,0.07720715,-0.11675586,0.190655794,8931.854862,1.000117904,,,
b11j[24],-0.023528743,0.111300518,-0.258790218,0.189935557,10755.02899,1.000307995,,,
b13j[38],-0.130860546,0.162424062,-0.453897769,0.189550324,9146.591389,1.000499186,,,
b14j[52],0.011842252,0.082143623,-0.160894854,0.189051039,7284.096542,1.00043187,,,
b15j[32],0.060841181,0.056294744,-0.045789227,0.188800944,5126.580245,1.000898601,,,
b11j[44],-0.029094938,0.110932264,-0.255797673,0.187993678,7379.041868,1.000317732,,,
b17j[64],0.031197513,0.068975734,-0.089724191,0.18787704,5159.927218,1.001303646,,,
b12j[53],-0.018576055,0.103996581,-0.237448176,0.187428913,10067.08471,1.000603876,,,
b12j[58],-0.028019341,0.108685689,-0.259751102,0.187273365,9690.131883,1.000172385,,,
b18j[59],-0.001504508,0.100279571,-0.238811235,0.1870726,3892.049818,1.000860595,,,
b12j[24],-0.018146834,0.100892341,-0.226946073,0.186240406,10495.22154,1.000360094,,,
b10j[32],0.012667042,0.102836391,-0.23694707,0.186038331,4001.131097,1.001555017,,,
b17j[14],0.024782917,0.071794019,-0.104397714,0.186037455,5967.108365,1.000732372,,,
b20j[18],-0.036357817,0.084068976,-0.160011773,0.185902249,1276.357126,1.001861184,,,
b12j[17],-0.022936909,0.105267662,-0.243490886,0.18574587,9830.46333,1.000085317,,,
b12j[20],-0.025505209,0.107976129,-0.255016268,0.185656069,8609.395277,1.000439174,,,
sigma_sp[6],0.110651057,0.034287448,0.050030544,0.185636489,2409.328925,1.001281696,,,
b17j[40],0.002686538,0.08431889,-0.165366507,0.185629027,6736.698104,1.000327801,,,
b11j[55],-0.039444931,0.118042529,-0.29402095,0.182380349,8644.551354,1.000215071,,,
b14j[61],0.009381996,0.083878581,-0.172921,0.181855752,6425.575106,1.000248245,,,
b18j[30],-0.045870184,0.159516375,-0.466775478,0.181607944,1495.865102,1.003413003,,,
b18j[51],0.011984801,0.081812005,-0.167110035,0.181347697,5240.221838,1.000317903,,,
b11j[51],0.070775071,0.055005402,-0.035403613,0.181196786,8554.66394,1.00011293,,,
b12j[62],-0.01397014,0.094755992,-0.205678705,0.181022957,11258.67621,1.000455268,,,
sigma_sp[7],0.098870223,0.037334401,0.033977387,0.179788882,1590.152254,1.00141036,,,
b11j[52],-0.047060391,0.12042091,-0.3048545,0.179212217,10581.14266,1.000143981,,,
b12j[40],-0.049125302,0.121269773,-0.319171389,0.178584498,6210.969278,1.0003672,,,
b11j[50],0.026137754,0.075103471,-0.120485122,0.177517743,13848.20022,1.000095221,,,
b12j[4],-0.02133606,0.099527287,-0.231607222,0.176054723,11075.45121,1.000110103,,,
b11j[61],-0.062839847,0.130054271,-0.348176294,0.176049238,6964.440846,1.000124426,,,
b17j[12],0.032438649,0.064127179,-0.079866431,0.174648391,4065.788623,1.000345298,,,
b12j[12],0.046702782,0.061188225,-0.063900107,0.17452902,7813.188465,1.000297269,,,
b14j[63],0.009227416,0.077887165,-0.158992107,0.174361782,6048.512316,1.000437431,,,
b11j[34],0.007978909,0.083673612,-0.158916386,0.174074871,10308.66695,1.000206979,,,
b10j[47],0.057485209,0.055776669,-0.053282268,0.173845693,5330.043405,1.000265045,,,
b17j[35],-5.26E-05,0.079392486,-0.15526391,0.17376081,8463.08879,1.000255916,,,
b12j[10],-0.022686178,0.0994335,-0.233214311,0.173757375,9678.004703,1.000123971,,,
b12j[8],-0.029552276,0.102647097,-0.246319167,0.173730898,10028.35469,1.000324432,,,
b17j[28],0.010092458,0.073961302,-0.132412648,0.173477159,7823.591682,1.000467798,,,
b17j[26],0.005080089,0.077152487,-0.148036587,0.173345535,8063.099186,1.000466751,,,
b14j[46],0.015179067,0.072045973,-0.136278257,0.173182509,6868.042616,1.001546214,,,
b9j[33],-0.007306035,0.091616579,-0.18862768,0.173071637,11645.29245,1.000546297,,,
b21j[1],-0.012466957,0.083022373,-0.163109615,0.172916984,2812.939708,1.001008791,,,
b14j[45],0.010425483,0.075447583,-0.151163841,0.172874619,7318.572292,1.000576428,,,
b14j[26],0.01031778,0.075962831,-0.153459021,0.171719564,9108.980439,1.000386804,,,
b12j[26],-0.037328633,0.108533347,-0.27274158,0.171485772,8661.350445,1.000730488,,,
b17j[25],0.009164748,0.073258244,-0.130362605,0.171190938,7326.964006,1.00088834,,,
b15j[63],0.046883286,0.05987717,-0.080589154,0.171028411,7177.367562,1.001192887,,,
sigma_plot,0.114178978,0.028182462,0.059329447,0.170817016,5234.217096,1.000694671,,,
b17j[8],0.020271259,0.067463653,-0.103133891,0.170537019,6164.352209,1.000645726,,,
b15j[5],0.048583049,0.057079423,-0.068855759,0.170496915,6876.669254,1.001323053,,,
b15j[37],0.045403783,0.05998587,-0.081590468,0.170389182,6976.764343,1.00095277,,,
b12j[29],-0.03461972,0.107055261,-0.267720318,0.169393291,8898.915019,1.000413304,,,
b17j[46],0.021153226,0.067346691,-0.102968697,0.168952479,5753.652752,1.000440776,,,
b10j[41],0.055961973,0.054976156,-0.053517099,0.168738256,7180.950168,1.000821068,,,
b15j[53],0.055916132,0.051303968,-0.045373512,0.168520751,7163.344685,1.000132753,,,
b15j[10],0.048177242,0.056095992,-0.067739846,0.168367792,5764.524112,1.000625076,,,
b15j[24],0.049750214,0.055759796,-0.066178581,0.168310325,7691.032093,1.000350316,,,
b11j[11],0.02992581,0.068896522,-0.103922128,0.168176936,14182.70201,1.000092328,,,
b16j[2],0.053095155,0.050796957,-0.030105171,0.166902034,2481.858029,1.000677514,,,
b12j[9],-0.026258044,0.099184482,-0.236015248,0.166843935,9136.834592,1.00030378,,,
b15j[25],0.043062945,0.059665901,-0.08433017,0.166537448,5875.903477,1.000957832,,,
b13j[64],-0.155281962,0.165990148,-0.48721069,0.166373387,12278.30459,1.000167173,,,
b14j[29],0.00508898,0.078901209,-0.169401538,0.166023593,7208.67715,1.001075841,,,
b15j[9],0.046906553,0.056668951,-0.072257735,0.165730011,6658.917357,1.000407921,,,
b15j[55],0.043818634,0.059921988,-0.085885075,0.165724381,5765.9898,1.001506705,,,
b15j[15],0.044267857,0.058466403,-0.080915647,0.165466365,6417.053445,1.000752137,,,
b18,0.060265455,0.055381228,-0.056679077,0.165116023,1851.913008,1.001229538,LA*ConNeigh*Treatment,,
b14j[64],0.015192491,0.068958358,-0.130437146,0.164817062,7619.832421,1.000708971,,,
b11j[19],0.054377822,0.055065216,-0.050856431,0.164816845,11489.14129,1.000741122,,,
b15j[20],0.042978186,0.059416891,-0.086216211,0.164754717,6476.673716,1.000970627,,,
b15j[31],0.042314553,0.059751002,-0.087085022,0.164752866,5834.55178,1.00067873,,,
b13j[54],-0.165739296,0.170465684,-0.507527845,0.164713231,10567.04333,1.000247505,,,
b16j[13],0.023709235,0.062896661,-0.09329035,0.164507013,4672.383711,1.00023139,,,
b15j[49],0.042436978,0.060246528,-0.087519124,0.164475924,6876.65721,1.000443476,,,
b15j[3],0.040733499,0.060848261,-0.092474186,0.164391287,4995.416461,1.000377671,,,
b15j[42],0.043827528,0.05847575,-0.083783431,0.164051036,7748.947426,1.000770107,,,
b17j[45],0.000288082,0.075976281,-0.152352575,0.164037525,8530.206829,1.000406757,,,
b23j[2],0.026272952,0.05630105,-0.068769307,0.163873852,3334.887462,1.001715885,,,
b15j[58],0.042721399,0.059832925,-0.087407633,0.163550082,5799.982912,1.000485869,,,
b22j[30],-0.007459027,0.070722356,-0.130380052,0.163438412,2050.633603,1.002598156,,,
b11j[64],-0.021491446,0.096955441,-0.222546956,0.163419539,10221.756,1.000370861,,,
b15j[13],0.035501422,0.064649968,-0.109441882,0.163397624,4478.732896,1.001331709,,,
b10j[43],0.067806032,0.04649688,-0.020695812,0.163259603,5031.013687,1.000436102,,,
b11j[41],-0.008750929,0.089654258,-0.193044454,0.163213954,12252.0395,1.000365356,,,
b15j[59],0.04680286,0.055685296,-0.069183666,0.162929943,7323.687307,1.001599437,,,
b17j[52],-0.008311613,0.080921099,-0.174425653,0.162738749,8359.064931,1.000551605,,,
b17j[20],-0.000897872,0.076269532,-0.154238111,0.162702764,9283.373573,1.000354868,,,
b15j[17],0.042542616,0.058012913,-0.08341285,0.162446792,6488.209862,1.001076538,,,
b17j[39],-0.003240333,0.077170045,-0.158133696,0.162445481,7218.620934,1.000444967,,,
b15j[30],0.02185285,0.075610898,-0.152873775,0.162263776,3676.698176,1.001499432,,,
b15j[60],0.04448806,0.056589349,-0.075671989,0.162197351,6696.213186,1.000502994,,,
sigma_sp[15],0.048522051,0.041816638,0.002507837,0.162101307,596.532031,1.002993224,,,
b15j[45],0.042519372,0.058812962,-0.085731226,0.16190182,5029.593396,1.001393472,,,
b17j[31],-0.002417229,0.076684942,-0.15710488,0.161897746,9370.24819,1.000463802,,,
b14j[42],0.005280868,0.076676716,-0.164817964,0.161753728,6665.900101,1.000655368,,,
b15j[21],0.045033782,0.056903309,-0.077385333,0.161699538,5888.446969,1.001292073,,,
b15j[46],0.040393083,0.061060561,-0.092265451,0.161598357,4648.090308,1.000687293,,,
b14j[7],0.003802313,0.079482115,-0.176023547,0.161519649,5319.166258,1.001082473,,,
b15j[7],0.043335369,0.057273389,-0.078777583,0.161435864,6143.935178,1.00118438,,,
b17j[7],-0.002679473,0.07643631,-0.156387385,0.161349044,7925.829038,1.000359625,,,
b23j[14],0.020770986,0.05956278,-0.085652225,0.161332194,4139.136405,1.001194548,,,
b12j[60],-0.035898619,0.100820506,-0.25275601,0.161233319,8821.894675,1.000215948,,,
b14j[4],0.00676747,0.074826056,-0.158114354,0.161189752,6866.128619,1.000917156,,,
b14j[39],0.00245938,0.079166335,-0.175220372,0.160908412,6143.380855,1.000201727,,,
b17j[3],-0.004725127,0.077962775,-0.163460308,0.160688829,9182.237689,1.000391534,,,
b12j[45],-0.02779432,0.09670295,-0.232336015,0.160597178,11176.9433,1.000370639,,,
b12j[63],-0.046067972,0.109503828,-0.282965104,0.16047533,8549.938309,1.000432686,,,
b14j[31],0.004642111,0.076561986,-0.16869777,0.159986891,6454.672555,1.001220681,,,
b15j[52],0.036392169,0.061848958,-0.097837969,0.159861067,6312.070733,1.000984472,,,
b12j[54],-0.022938924,0.091333433,-0.211861795,0.159829177,11438.16938,1.000027287,,,
b15j[26],0.040493991,0.059434308,-0.089688242,0.159554877,5698.286322,1.000931423,,,
b17j[29],-0.004015525,0.077232026,-0.162197939,0.159215743,8852.991024,1.000473053,,,
b13j[41],-0.012245727,0.085096923,-0.177398741,0.158259511,7817.390586,1.000245302,,,
b14j[58],0.004419804,0.076313791,-0.167697318,0.15818926,6140.009413,1.001110267,,,
b17j[49],-0.004217679,0.076503017,-0.16031742,0.158063372,8197.000226,1.000165503,,,
b15j[54],0.050356485,0.049899477,-0.051513988,0.157587785,7390.193774,1.000632899,,,
b16j[18],0.031076472,0.05714313,-0.07319478,0.157408848,4233.752853,1.000671777,,,
b14j[55],0.000521631,0.078241866,-0.175822039,0.157346744,7048.979067,1.000686689,,,
b17j[41],0.017079815,0.064566521,-0.105719406,0.156650937,6141.174091,1.000198319,,,
b12j[16],-0.049424548,0.11036,-0.294325175,0.156640687,6689.381608,1.000300669,,,
b20j[61],-0.044176466,0.081118716,-0.180192346,0.156508056,2620.078717,1.000911455,,,
b11j[23],0.033558251,0.061828042,-0.087514129,0.156361015,9514.990839,1.000244242,,,
b14j[20],0.002741237,0.07836915,-0.172948184,0.156291837,6666.319293,1.001158911,,,
b12j[46],-0.049109482,0.106755426,-0.27959425,0.155690114,8468.278343,1.000161911,,,
b23j[61],0.01290788,0.063655375,-0.112765251,0.155620012,4588.650803,1.000778976,,,
sigma_sp[9],0.062352605,0.039995317,0.004332901,0.155446044,833.5689047,1.004361091,,,
b10j[36],-0.001570793,0.100412016,-0.250757579,0.15501556,3145.261884,1.002609869,,,
b18j[41],-0.003291199,0.08189458,-0.188956754,0.154717822,5004.578243,1.000262761,,,
b14j[3],0.000916064,0.078629473,-0.177067216,0.154702367,6790.915208,1.000648554,,,
b15j[16],0.035644063,0.061028002,-0.101632591,0.154484935,4513.234948,1.000862039,,,
b15j[29],0.036530568,0.059585575,-0.093968842,0.154305998,5675.95697,1.002262308,,,
b5j[57],0.028549225,0.052179328,-0.059601359,0.154254595,2626.789995,1.001753539,,,
b14j[49],0.001965956,0.077009776,-0.172783156,0.15400741,6939.906887,1.001294793,,,
b15j[14],0.045388335,0.052377842,-0.0653204,0.153649476,5922.472351,1.000646762,,,
b16j[7],0.024250344,0.057465827,-0.081625773,0.15336088,5203.376871,1.000790696,,,
b10j[56],0.030991124,0.066320752,-0.116951806,0.152898812,5207.291188,1.000398428,,,
b14j[53],0.001687476,0.07716811,-0.175200014,0.152728243,5966.417222,1.000847362,,,
b9j[6],0.034101746,0.058681659,-0.078424402,0.15266412,3579.842991,1.000619073,,,
b14j[37],-0.001675198,0.07925309,-0.184200305,0.15241561,6038.961291,1.000768272,,,
b23j[38],0.016783774,0.059806343,-0.093577216,0.152162968,3878.58235,1.001906311,,,
b12j[14],-0.013929471,0.082657917,-0.179469512,0.15196338,9851.325592,1.000501221,,,
b17j[58],-0.002620736,0.074065078,-0.154788537,0.151782703,10228.96771,1.000310752,,,
b16j[32],0.025652223,0.056425239,-0.079220143,0.151629096,4989.250136,1.000143342,,,
b16j[14],0.023431891,0.056617617,-0.080771778,0.151478942,4157.078435,1.000654835,,,
b10j[51],0.031309588,0.063489191,-0.105094416,0.151402149,5655.082176,1.000258809,,,
b21j[51],0.028766612,0.058280928,-0.072413985,0.151223405,1998.304205,1.001048357,,,
b11j[56],0.031774687,0.060189288,-0.085365036,0.150786489,11449.89017,1.000271974,,,
b16j[37],0.02369146,0.057828485,-0.085997076,0.150694572,4874.442081,1.000189787,,,
b14j[21],-0.001107635,0.079184257,-0.180704631,0.150647638,4277.773575,1.001783087,,,
b17j[10],0.015669163,0.061914493,-0.100358727,0.150329075,6675.198986,1.000703997,,,
b17j[63],-0.009492042,0.077337994,-0.171579253,0.150286815,9595.541557,1.000497864,,,
b17j[15],-0.006057068,0.07441628,-0.159892842,0.149891695,9020.980663,1.00028633,,,
b13j[34],-0.127585052,0.141915204,-0.408182573,0.149711529,10275.93314,1.000616184,,,
b12j[59],-0.036300525,0.096885045,-0.243807956,0.149572208,7526.820011,1.000143753,,,
b15j[33],0.064356298,0.03911153,-0.008646717,0.149427251,5442.692649,1.00136853,,,
b19j[19],0.035298525,0.060628644,-0.08868144,0.148894343,5377.249397,1.000492642,,,
b17j[32],0.008955276,0.06423431,-0.11157905,0.14852715,5607.652695,1.000569907,,,
b14j[51],0.026331686,0.055226808,-0.082011098,0.148007584,5713.805806,1.00034519,,,
b12j[36],-0.015874136,0.084071156,-0.191760953,0.147994652,10527.08437,1.000192084,,,
b10j[33],0.014594544,0.077286031,-0.162008049,0.147871519,4251.106258,1.00100129,,,
b16j[41],0.045463599,0.046535896,-0.033015577,0.147732598,2348.5233,1.000660587,,,
b9j[51],0.023926017,0.062659395,-0.098969909,0.147565161,9234.513356,1.000359288,,,
b18j[12],-0.019591379,0.100616963,-0.273409831,0.14752889,2461.364392,1.001895091,,,
b23j[64],0.01795457,0.056056436,-0.084883206,0.147085095,4491.654026,1.001226951,,,
b6j[30],0.009981872,0.058701573,-0.090457085,0.146835337,1810.76786,1.002126468,,,
b17j[53],-0.009852569,0.075448791,-0.16784116,0.146481713,9542.951407,1.000922195,,,
b23j[44],0.011888847,0.062214661,-0.112618512,0.14647745,4977.59614,1.001172548,,,
b15j[11],0.051907574,0.044182225,-0.036684551,0.146246919,8313.459242,1.000988725,,,
b13j[12],0.005014155,0.071161046,-0.133454623,0.145867993,18441.89791,1.000188543,,,
b14j[16],-0.000821721,0.076641764,-0.177367776,0.14555715,6124.269441,1.002015669,,,
b18j[61],-0.042595495,0.135975509,-0.406578256,0.145386003,1524.126316,1.003890696,,,
b15j[8],0.041470784,0.051991972,-0.071598759,0.144928727,5829.57603,1.000411513,,,
b14j[25],-0.003836834,0.079227066,-0.188656421,0.144898886,5368.724108,1.001283909,,,
b17j[16],-0.00212562,0.070410189,-0.14439007,0.144808575,7874.868229,1.000716734,,,
b23j[22],0.018049873,0.05433096,-0.082534847,0.144294223,3935.763212,1.000621934,,,
b17j[21],-0.011149471,0.075149063,-0.169464423,0.144050569,8671.100933,1.000740544,,,
b15j[34],0.064040611,0.036839752,-0.004054236,0.144018586,4841.946156,1.001154467,,,
b15j[4],0.040313414,0.051744472,-0.072651944,0.143574458,6247.061965,1.001267872,,,
b14j[59],0.000102041,0.072897739,-0.165948941,0.143487607,7403.253749,1.001347937,,,
b16j[48],0.032578746,0.049923865,-0.056476033,0.143227329,4214.861391,1.000051191,,,
b17j[42],-0.009184571,0.073762329,-0.162890189,0.143223335,9960.64555,1.000293181,,,
b9j[41],0.000453932,0.072814821,-0.142999136,0.143135137,14740.53929,1.000741685,,,
b12j[11],-0.017029458,0.079371158,-0.179311315,0.142788061,12006.42447,1.000172642,,,
b13j[33],-0.179554371,0.166219549,-0.513035648,0.142505854,8995.75351,1.001190909,,,
b23j[24],0.014326612,0.05729901,-0.095431029,0.14223435,4928.0074,1.001510755,,,
b12j[43],0.04058041,0.049663715,-0.052818437,0.141850928,5174.443598,1.000742893,,,
b15j[22],0.03762382,0.052029123,-0.074121693,0.141733216,5830.260545,1.00066138,,,
b14j[2],0.009232881,0.06161356,-0.1189551,0.141722797,7923.298749,1.000343484,,,
b15j[40],0.021994164,0.066333541,-0.129966675,0.141652214,3963.129245,1.00067224,,,
b15j[6],0.058682838,0.038292907,-0.013134847,0.141512026,3021.503488,1.001248876,,,
b15j[39],0.030071783,0.059141606,-0.103650512,0.141353618,4507.500125,1.001642405,,,
b14j[60],0.006676917,0.066340695,-0.139982848,0.14134584,7948.519966,1.001069968,,,
b17j[38],-0.009283088,0.073451923,-0.164556896,0.141344,7731.475002,1.000491979,,,
b17j[4],-0.004858377,0.069152057,-0.1462163,0.141167006,9966.378784,1.000352221,,,
b14j[54],0.004276608,0.067454561,-0.144502701,0.141021731,7785.377534,1.000851798,,,
b5j[48],0.015463937,0.056531022,-0.095920638,0.140623247,3888.730573,1.00191998,,,
b23j[6],0.030828293,0.048307296,-0.052762861,0.140307888,3327.67697,1.001364863,,,
b17j[5],-0.011980532,0.075064936,-0.171093303,0.140041196,9030.723941,1.00041144,,,
b16j[9],0.017838013,0.055716702,-0.089421889,0.139234587,5794.150342,1.000478681,,,
b14j[5],-0.004844478,0.077412789,-0.186190941,0.138431187,6600.812674,1.000728622,,,
b14j[33],0.002136426,0.067852758,-0.150288162,0.138346629,7541.843766,1.00086135,,,
b22j[13],-0.009284071,0.06147254,-0.115844294,0.137804298,2476.731416,1.001767134,,,
b15j[27],0.0358387,0.052371116,-0.078612249,0.137142977,5163.521699,1.001732327,,,
b23j[40],0.005128214,0.063802823,-0.127202368,0.136572915,5040.1214,1.000403565,,,
b16j[53],0.01705701,0.05521143,-0.089314694,0.136367221,6269.506005,1.000373083,,,
b17j[60],-0.000587806,0.064750361,-0.131350345,0.135813005,9601.12329,1.000355915,,,
b16j[21],0.014595027,0.056751681,-0.097847295,0.135588245,6350.050954,1.000554575,,,
b23j[1],0.002303027,0.065842751,-0.143337091,0.134296254,3076.506406,1.001199472,,,
b21j[43],0.002030056,0.060040796,-0.100667858,0.134105008,3426.751769,1.000673029,,,
b16j[63],0.011776964,0.057700685,-0.104147454,0.13346306,6645.238783,1.000355616,,,
b15j[61],0.017274398,0.067115418,-0.140250029,0.132795085,3326.790625,1.001392371,,,
b17j[9],-0.011980359,0.07101123,-0.159999998,0.132745879,10158.35139,1.000132772,,,
b16j[39],0.01413977,0.056101096,-0.095823228,0.132698018,5218.852184,1.000214637,,,
