,mean,sd,2.50%,97.50%,n_eff,Rhat4,,,
b17j[22],-0.009845504,0.05213569,-0.116442373,0.094940124,8352.956398,1.000364721,,,
b6j[16],-0.004042772,0.046289182,-0.09085198,0.094910038,1512.438171,1.003027139,,,
b6j[24],-0.004810212,0.046433412,-0.092238233,0.094799059,1597.386498,1.002843631,,,
b6j[46],-0.005429617,0.046723469,-0.095282991,0.094794322,1649.547095,1.002962549,,,
b23j[17],-0.006715882,0.057299767,-0.141807746,0.094659173,3354.789011,1.000585678,,,
b22j[3],-0.022641157,0.056435557,-0.135526675,0.094628779,2449.763277,1.000814663,,,
b16j[47],0.013388904,0.039113346,-0.063499672,0.094418023,4320.441557,1.000261519,,,
b20j[28],-0.059190102,0.071098119,-0.197583293,0.094238136,3290.942708,1.001164621,,,
b20j[58],-0.060878053,0.072984407,-0.20837585,0.094134001,3720.863502,1.000461255,,,
b21j[41],-0.033226556,0.061523327,-0.156135511,0.093593806,5550.030164,1.000929546,,,
b22j[17],-0.021805619,0.053844004,-0.128178624,0.093524444,2825.941684,1.000821244,,,
b13j[40],-0.359201946,0.248684255,-0.883576125,0.09324172,8808.032496,1.000222331,,,
b17j[11],0.009667711,0.040617631,-0.067063199,0.093226609,5424.234624,1.000360061,,,
b20j[12],-0.055321959,0.064273869,-0.180714553,0.093124239,3506.648384,1.000403151,,,
b20j[42],-0.059094244,0.070240937,-0.196828579,0.093064856,5318.920976,1.000417149,,,
b20j[62],-0.058338997,0.068911932,-0.198152345,0.092956871,4799.486262,1.000431384,,,
b6j[5],-0.005079281,0.046099108,-0.092973744,0.092904695,1480.727533,1.003201111,,,
b21j[23],-0.026088237,0.055803018,-0.132158589,0.092807468,5333.101188,1.000578173,,,
b22j[31],-0.024290042,0.055661393,-0.138829009,0.09274081,3598.103803,1.001183588,,,
b22j[49],-0.02412611,0.055670568,-0.137586485,0.092732907,3802.627822,1.000735744,,,
b25,0.026127132,0.034268234,-0.041778133,0.09271236,2179.37865,1.002673469,HetNeigh*Treatment,,
b14j[23],-0.01452395,0.063655815,-0.167291513,0.092557264,3709.937934,1.002657785,,,
b20j[5],-0.059481722,0.070675348,-0.198437374,0.092444245,4163.37748,1.000678476,,,
b20j[31],-0.060256124,0.071228942,-0.203020369,0.092404241,3580.005901,1.000721734,,,
b6j[10],-0.000556757,0.043538765,-0.081338776,0.092340401,1490.037242,1.003558154,,,
b22j[42],-0.02457337,0.055370498,-0.138078401,0.091865605,3347.397251,1.000771959,,,
b6j[18],-0.010322263,0.048461431,-0.104730418,0.091833602,1598.141081,1.003604104,,,
b22j[14],-0.022777127,0.054746569,-0.133174446,0.091544545,2734.327283,1.001124408,,,
b20j[2],-0.056418306,0.065110159,-0.181049252,0.091358165,3555.440335,1.000888355,,,
b6j[7],-0.007453635,0.046778838,-0.098356785,0.091011235,1567.369505,1.003924304,,,
b22j[63],-0.024560253,0.056151456,-0.140820682,0.090872569,3241.457839,1.000900735,,,
b22j[45],-0.023674006,0.055194131,-0.137536627,0.09034346,3019.773288,1.001402261,,,
b15j[28],0.005467095,0.054561195,-0.121052093,0.090336687,1951.515658,1.001130449,,,
b6j[8],-0.004834239,0.044945679,-0.090191647,0.090279747,1491.307705,1.003404163,,,
b18j[57],-0.03199782,0.082146757,-0.236632534,0.090265899,1524.179517,1.003053697,,,
b22j[28],-0.024058859,0.055699027,-0.13838663,0.09025874,2761.20146,1.001246867,,,
b6j[15],-0.004860802,0.044828977,-0.089738509,0.090035042,1485.773278,1.003373442,,,
b6j[26],-0.007803689,0.046974105,-0.10031626,0.090030589,1689.573756,1.003946861,,,
b6j[25],-0.00742429,0.046748658,-0.098723657,0.089927639,1765.746871,1.00306678,,,
b22j[5],-0.024854719,0.055851584,-0.138337531,0.089897205,3339.261378,1.00062819,,,
b6j[3],-0.008398577,0.047041362,-0.100322675,0.089830952,1610.696572,1.003761581,,,
b6j[9],-0.007114406,0.045963218,-0.094955848,0.08971441,1556.707739,1.004156597,,,
b22j[53],-0.025138834,0.054999229,-0.139055434,0.089601745,3663.535424,1.000481957,,,
b21j[54],-0.046030443,0.068717928,-0.192044715,0.089416616,5965.665833,1.000715473,,,
b5j[23],-0.004737707,0.052230044,-0.124189387,0.08932818,2555.472766,1.001808855,,,
b14j[19],0.014966704,0.036668815,-0.060112359,0.089134123,8028.00088,1.000999765,,,
b6j[55],-0.00824146,0.046708123,-0.09977171,0.08907308,1774.870751,1.002869179,,,
b20j[21],-0.061548556,0.070763596,-0.206650863,0.088976435,3581.820514,1.000819852,,,
b21j[36],-0.04298771,0.065705189,-0.180136232,0.088952389,5291.524013,1.001124372,,,
b22j[62],-0.024355057,0.054610562,-0.135157274,0.088909823,3201.720502,1.001575613,,,
b5j[18],-0.019145534,0.066352902,-0.180022988,0.088872676,2395.189105,1.0021699,,,
b22j[58],-0.025953575,0.055970552,-0.142871324,0.088820575,3492.545204,1.001143255,,,
b22j[15],-0.023964896,0.054530083,-0.136548926,0.088414974,3270.405792,1.001156307,,,
b20j[9],-0.061157207,0.070149698,-0.203366686,0.087941309,4064.658091,1.000797753,,,
b22j[25],-0.025194562,0.055107507,-0.140466456,0.087902625,3019.935581,1.000714522,,,
b6j[31],-0.008628591,0.046210982,-0.099173551,0.087871014,1670.524747,1.003232321,,,
b6j[45],-0.008077563,0.046049309,-0.09786544,0.087652559,1569.942343,1.00342043,,,
b6j[59],-0.006843273,0.045630124,-0.096054371,0.087651694,1604.398611,1.003885965,,,
b5j[41],-0.005373142,0.052398543,-0.127225762,0.087588412,2424.875225,1.002026023,,,
b22j[16],-0.025708272,0.054814771,-0.14043783,0.087409441,3554.5933,1.000936874,,,
b6j[20],-0.008572835,0.046354852,-0.099069383,0.08737128,1614.913397,1.003221597,,,
b22j[24],-0.025469812,0.055143126,-0.139522775,0.087347658,3402.605485,1.000912649,,,
b22j[51],-0.011091017,0.044286608,-0.091186914,0.08720317,2295.041197,1.00230134,,,
b22j[20],-0.02481132,0.054023014,-0.136326566,0.087160474,3883.052633,1.000757139,,,
b22j[4],-0.024727137,0.054219983,-0.136679787,0.087039621,3454.305737,1.001248625,,,
b14j[11],-0.005914327,0.051128633,-0.121081216,0.087030964,6192.222373,1.000935205,,,
b6j[49],-0.008410446,0.046285144,-0.098476816,0.086994143,1664.529675,1.002787409,,,
b20j[20],-0.061263812,0.069858525,-0.20094367,0.08672578,3655.9445,1.000676244,,,
b22j[27],-0.020120567,0.049375182,-0.116555834,0.086637296,2726.569834,1.001150535,,,
b23j[23],-0.000378607,0.045458643,-0.100308637,0.08648499,2859.162207,1.000924454,,,
b22j[46],-0.026897768,0.055348843,-0.144128214,0.086339848,3853.142213,1.000822476,,,
b16j[27],0.000175111,0.043346532,-0.090248226,0.086234958,7453.032247,1.000148263,,,
b6j[62],-0.004885688,0.04334219,-0.087353519,0.086201646,1489.819224,1.002969861,,,
b6j[34],0.000614565,0.040553277,-0.074492107,0.086196315,1296.705949,1.003932825,,,
b22j[2],-0.022999732,0.051455583,-0.126627209,0.086170537,3033.524678,1.000637065,,,
b6j[53],-0.008534973,0.045878278,-0.098479929,0.085884563,1695.441143,1.003595165,,,
b6j[17],-0.007525298,0.044437303,-0.093297241,0.085750005,1605.219426,1.00374328,,,
b22j[59],-0.02506555,0.053450854,-0.135317271,0.085667482,3175.821511,1.001363529,,,
b20j[8],-0.0594014,0.066137064,-0.192408227,0.085513755,4622.869085,1.000598627,,,
b6j[63],-0.010035561,0.04649359,-0.102162186,0.085512933,1605.311703,1.003446186,,,
b6j[21],-0.009462273,0.045769726,-0.099281301,0.085443616,1527.950979,1.004086586,,,
b6j[42],-0.009538267,0.046329183,-0.10062927,0.085386684,1667.285173,1.00344047,,,
b21j[30],-0.097478532,0.101059413,-0.325225426,0.085247318,4016.127353,1.000620018,,,
b20j[26],-0.063333326,0.070600383,-0.21089573,0.08513245,3953.959435,1.001006696,,,
b22j[48],-0.021335361,0.049345791,-0.118679813,0.084964415,3341.831071,1.000552705,,,
b21j[4],-0.054463071,0.07077926,-0.206233408,0.084811321,5475.431321,1.000900905,,,
b12j[23],-0.064253244,0.082652439,-0.245441449,0.084458424,4994.427491,1.000239614,,,
b20j[38],-0.062605037,0.070169045,-0.207201639,0.084279113,4187.91427,1.001423956,,,
b20j[32],-0.062697465,0.069428819,-0.204825394,0.084258236,3861.824002,1.000241979,,,
b14j[57],-0.013629787,0.056920215,-0.146135056,0.084206872,4906.984842,1.00105634,,,
b6j[58],-0.009554631,0.045559855,-0.099316827,0.083998181,1767.007565,1.002509461,,,
b6j[52],-0.012865394,0.04810852,-0.109380317,0.083971592,1681.226859,1.003371629,,,
b6j[57],-0.000812259,0.040241358,-0.075322142,0.083626496,1349.784565,1.003324942,,,
b20j[49],-0.061530829,0.068679364,-0.202539886,0.083622596,5639.046654,1.000478063,,,
b6j[33],-0.000815794,0.040313782,-0.075795305,0.083505649,1287.376595,1.00352157,,,
b6j[29],-0.01080274,0.04636388,-0.102856566,0.083503823,1609.286395,1.002890127,,,
b6j[48],-0.004960028,0.042446299,-0.085841899,0.08350001,1394.351078,1.003552565,,,
b16j[38],-0.007763133,0.04738969,-0.109871228,0.083074209,6446.885646,1.000287916,,,
b6j[32],-0.010214634,0.045400185,-0.099864526,0.08303702,1599.751593,1.00289613,,,
b21j[12],-0.057128369,0.071851802,-0.211233396,0.082937716,5041.660537,1.00057315,,,
b20j[11],-0.056811994,0.062258631,-0.17493446,0.082924969,4002.501502,1.000510659,,,
b23j[18],-0.015551952,0.057374462,-0.150625972,0.08245196,3112.349852,1.000311177,,,
b22j[64],-0.024252266,0.051053565,-0.130289269,0.082398154,2964.255306,1.001352113,,,
b20j[27],-0.057969908,0.063428768,-0.184346628,0.08239237,4372.898577,1.001284851,,,
b20j[6],-0.058931497,0.064027221,-0.185050674,0.082282396,3282.117654,1.000439569,,,
b6j[27],-0.00483308,0.041737503,-0.084446546,0.082267277,1432.925179,1.0030986,,,
b21j[48],-0.045940689,0.065644005,-0.18511267,0.082119092,5883.553479,1.001157257,,,
b6j[37],-0.012837517,0.046757018,-0.108013714,0.081553515,1647.738081,1.003989025,,,
b22j[43],-0.01174563,0.042800041,-0.090467396,0.081436281,2150.62849,1.001314264,,,
b16j[6],-0.0012321,0.041918777,-0.088170638,0.081308633,5500.975958,1.000484493,,,
b15j[51],0.014007166,0.039945211,-0.073024149,0.081276349,2013.167113,1.001296649,,,
b14,0.041904677,0.020935244,-0.001501262,0.081200275,1661.309479,1.004332905,SRL*ConNeigh,,
b22j[10],-0.02650441,0.053266501,-0.139176123,0.081119092,2921.529871,1.001010777,,,
b6j[39],-0.013442113,0.047001695,-0.109425325,0.080947962,1596.978162,1.003355464,,,
b16j[15],-0.002780267,0.042895984,-0.092862645,0.080946272,8402.098783,1.000136547,,,
b17j[34],-0.006846651,0.043704926,-0.094439197,0.080811365,7168.674223,1.001499864,,,
b20j[60],-0.060471068,0.066093159,-0.193423394,0.080803681,4824.79772,1.000595057,,,
b20j[45],-0.062982231,0.069216115,-0.208385608,0.080782865,6173.90661,1.000749882,,,
b5j[47],0.019635168,0.030010069,-0.037389407,0.080578149,2506.773331,1.003534848,,,
b6j[6],-0.004792073,0.041186866,-0.083507754,0.080558796,1347.565194,1.003353768,,,
b22j[60],-0.02759013,0.054236134,-0.142768754,0.08050226,2922.007843,1.000698722,,,
b14j[30],-0.08175683,0.129604266,-0.423550321,0.08048946,1322.659479,1.003198531,,,
b16j[30],-0.043462603,0.076549634,-0.224683899,0.080460627,3197.220161,1.001056886,,,
b17j[50],-0.031137379,0.060317264,-0.164286253,0.080356045,6325.034954,1.000647021,,,
b20j[46],-0.064185153,0.071668147,-0.218656824,0.080282282,4469.220207,1.000824751,,,
b6j[36],-0.006044762,0.041416768,-0.084984142,0.079845748,1342.299468,1.00286632,,,
b21j[39],-0.066858837,0.077924352,-0.240072838,0.079631613,4946.288097,1.001218365,,,
b6j[60],-0.010710562,0.044591031,-0.100625863,0.079525261,1619.871342,1.0036823,,,
b6j[47],-0.001199832,0.038603833,-0.073306473,0.079283815,1218.814654,1.003579669,,,
b21j[34],-0.038735837,0.057689147,-0.154348573,0.079159328,6424.391539,1.000578806,,,
b23j[33],-0.012648179,0.055451473,-0.146597181,0.079154334,2633.05227,1.0007943,,,
b16j[33],0.003978115,0.037711244,-0.072361868,0.079129121,6634.806879,1.000467616,,,
b23j[47],0.004138155,0.038086816,-0.075185124,0.079088411,3142.926845,1.000606086,,,
b20j[16],-0.063049352,0.070590493,-0.212315352,0.079068301,4163.286216,1.001080936,,,
b22j[56],-0.021889066,0.047075845,-0.11541461,0.07903793,2608.926074,1.001198324,,,
b6j[64],-0.010209443,0.043706919,-0.096842028,0.078842505,1446.926582,1.002544041,,,
b6j[4],-0.011944144,0.045033606,-0.102925755,0.078538736,1664.861346,1.002489367,,,
b6j[40],-0.018358704,0.049822749,-0.123360795,0.078411594,1754.493242,1.001968957,,,
b22j[34],-0.025118388,0.049780204,-0.126822106,0.077685931,3136.892077,1.00090288,,,
b5j[43],0.000767376,0.040431232,-0.084483639,0.0775476,2600.589024,1.001594102,,,
b5j[22],-0.01966088,0.061507891,-0.170751587,0.077407118,1897.979776,1.002356586,,,
b5j[19],0.012739733,0.032212896,-0.050237844,0.077089565,2347.752371,1.001901061,,,
b6j[1],-0.01478048,0.046381998,-0.109532961,0.076895443,1648.012861,1.003000551,,,
b22j[11],-0.023922908,0.048595206,-0.122922441,0.076396693,2731.10346,1.000593726,,,
b14j[44],-0.053675596,0.097033479,-0.303435707,0.076168084,1644.263047,1.003637849,,,
b20j[36],-0.062758955,0.065972228,-0.198827273,0.074535814,4336.173686,1.000843668,,,
b20j[53],-0.064861772,0.068031972,-0.209549775,0.073983032,4832.770594,1.00067929,,,
b6j[35],-0.018128681,0.047499423,-0.11797985,0.073759704,1718.409838,1.002924583,,,
b20j[35],-0.068671729,0.071813164,-0.227863242,0.073564038,4363.07512,1.001105124,,,
b20j[1],-0.072260134,0.077507815,-0.253644476,0.073445047,2911.892364,1.000735858,,,
b23j[50],-0.016599261,0.057380335,-0.157168503,0.073319074,2307.361363,1.001293623,,,
b22j[12],-0.026905764,0.049585752,-0.130499552,0.073165146,3207.742889,1.001301971,,,
b20j[14],-0.068941677,0.072603443,-0.228817917,0.073091395,4350.541633,1.000722965,,,
b20j[54],-0.063410142,0.064278213,-0.199166622,0.072935085,3882.773488,1.001218321,,,
b15j[1],-0.047276824,0.08476422,-0.242721987,0.072739048,1189.236413,1.002473837,,,
b23j[43],-0.001460637,0.038485301,-0.082260853,0.072618131,4034.291603,1.000305307,,,
b22j[1],-0.039854431,0.063031048,-0.188251433,0.07247219,2837.16726,1.001084709,,,
b17j[33],-0.030767585,0.055270418,-0.150733439,0.072341942,6921.655287,1.000523794,,,
b9j[43],-0.039448662,0.055936104,-0.146941031,0.072312637,6017.820768,1.000336868,,,
b22j[50],-0.026401567,0.049305395,-0.130349704,0.072135397,2949.094768,1.000649438,,,
b5j[50],-0.012645074,0.050457192,-0.131042741,0.072084896,2064.803647,1.002779016,,,
b14j[22],-0.017141341,0.052503228,-0.136430321,0.07196816,3938.755681,1.00193368,,,
b6j[23],-0.007101526,0.038922246,-0.082554293,0.071872386,1230.933062,1.003484659,,,
b23j[48],-0.025230867,0.069570502,-0.205341034,0.071687408,1912.396679,1.001164607,,,
b22j[41],-0.021128567,0.044626265,-0.109583159,0.071611354,2713.619243,1.001774975,,,
b21j[22],-0.065968894,0.072722203,-0.225435219,0.071565785,5169.905237,1.000679488,,,
sigma_sp[3],0.029251408,0.018792716,0.001941341,0.071529609,1353.037946,1.001691845,,,
b22j[44],-0.038785476,0.06086631,-0.181153903,0.069655559,3179.731173,1.000699381,,,
b17j[19],-0.00806629,0.037513315,-0.081984501,0.068153746,5777.892194,1.000285483,,,
b21j[19],-0.036966851,0.052378568,-0.144238761,0.068117241,6243.575204,1.000754786,,,
b17j[48],-0.054462198,0.069761282,-0.209968151,0.068033646,5566.043308,1.000756223,,,
b6j[41],-0.014468836,0.041921623,-0.099520346,0.067756775,1356.90524,1.002967877,,,
b22j[54],-0.032629349,0.052603133,-0.14943268,0.067161527,2852.614636,1.000309618,,,
b20j[34],-0.065530648,0.065207339,-0.206750317,0.066899871,3474.840051,1.000538514,,,
b16j[51],-0.006355133,0.038330118,-0.086834318,0.066829201,4518.159672,1.000388555,,,
b20j[17],-0.067852484,0.068011597,-0.218761233,0.065882897,4609.689017,1.000731368,,,
b6j[22],-0.020788743,0.046040986,-0.120279144,0.065262146,1585.831591,1.001919518,,,
b21j[55],-0.071998377,0.075477377,-0.241255555,0.065163347,4564.263512,1.001070335,,,
b12j[47],0.005238997,0.030127971,-0.05334279,0.065092495,12320.48094,1.000303455,,,
b6j[56],-0.015609558,0.041183303,-0.099956013,0.064411095,1313.991658,1.002936957,,,
b6j[11],-0.012879408,0.039043983,-0.089983016,0.064066615,1303.507697,1.003876116,,,
b20j[33],-0.066688771,0.064831287,-0.209208517,0.062814378,4204.594946,1.001093831,,,
b20j[63],-0.071995923,0.072298014,-0.240210602,0.06208621,3823.929266,1.001070822,,,
b9j[48],-0.168594306,0.124326706,-0.425646566,0.061625459,6608.343411,1.000311845,,,
b21j[7],-0.073752662,0.075935041,-0.245694439,0.061513486,5055.589308,1.000974819,,,
b6j[14],-0.021620755,0.04422901,-0.11485624,0.061507982,1621.663673,1.002578254,,,
b6j[50],-0.018834425,0.042122912,-0.106507594,0.061464614,1366.121531,1.003586189,,,
b6j[2],-0.022812027,0.044769511,-0.119481365,0.060279715,1602.265009,1.00295153,,,
b12j[50],-0.064660071,0.069692155,-0.216610812,0.059239424,4188.317297,1.001366169,,,
b21j[47],-0.038323994,0.048498564,-0.136259697,0.059092566,5646.911252,1.000871891,,,
b22j[47],-0.02453157,0.041166395,-0.107382282,0.058889311,2433.70551,1.000942131,,,
b17j[18],-0.059479056,0.064848153,-0.197456893,0.058349515,4180.916541,1.000998105,,,
b20j[48],-0.072913488,0.069591654,-0.236644807,0.056022204,4133.075132,1.000328922,,,
b20j[23],-0.06537216,0.060310743,-0.194834328,0.055907935,3835.593647,1.001113543,,,
b6j[51],-0.019996673,0.038797213,-0.098763185,0.054499821,1251.980267,1.003828837,,,
b20j[51],-0.066159348,0.059286173,-0.193380028,0.054311752,3495.722077,1.000792743,,,
b22j[55],-0.040594876,0.055263826,-0.171660509,0.054120595,2492.566721,1.000871713,,,
b21j[18],-0.07990259,0.070958137,-0.233163548,0.053061859,4657.575713,1.000506843,,,
b23j[51],-0.024144555,0.047760779,-0.135626695,0.052766675,1701.337389,1.000650333,,,
b16j[23],-0.024289745,0.044143791,-0.122916801,0.052023012,4102.589234,1.000471155,,,
b5j[56],-0.026467066,0.047909774,-0.135030531,0.05180589,1430.658232,1.002303978,,,
b17j[47],-0.017317777,0.035138771,-0.088555175,0.05134499,4419.950672,1.001413963,,,
b22j[19],-0.031203095,0.042987913,-0.124103194,0.050182091,2555.927804,1.00058967,,,
b22j[38],-0.040954527,0.052348621,-0.164154709,0.048861747,2570.263155,1.000812045,,,
b22j[6],-0.038122874,0.047561912,-0.145113927,0.047962739,2369.566062,1.000334094,,,
b21j[57],-0.049986036,0.049577497,-0.152732746,0.047106319,6209.762916,1.001204743,,,
b12j[51],-0.081545549,0.070457565,-0.230552795,0.046554526,5918.855631,1.000589961,,,
b22j[23],-0.035418872,0.04390847,-0.131934482,0.045913541,2579.661515,1.000621983,,,
b14j[47],0.002791304,0.021356329,-0.040146378,0.043621096,5416.454056,1.003380757,,,
b22j[57],-0.034303143,0.04192546,-0.125398553,0.043453378,2666.630758,1.000358319,,,
b17j[57],-0.027487053,0.036922578,-0.103036653,0.042978234,4680.240363,1.001186259,,,
b12j[41],-0.112926443,0.091625908,-0.316424868,0.042331431,3826.37138,1.000707147,,,
b6j[19],-0.026180101,0.035428674,-0.097918987,0.041276299,1185.492264,1.003924436,,,
b22j[33],-0.044459212,0.05119003,-0.166919249,0.041247764,2458.939237,1.000849504,,,
b6j[43],-0.040641775,0.047294857,-0.145955779,0.040576744,1407.532466,1.002683899,,,
b11j[22],-0.092370224,0.070449104,-0.235056197,0.039966256,5281.927139,1.000646867,,,
b13j[43],-0.091905516,0.069770501,-0.231908243,0.039537452,4884.598202,1.000849884,,,
b20j[47],-0.056141601,0.043026788,-0.138944484,0.036608729,3644.598802,1.000532647,,,
b21j[2],-0.092303382,0.076829246,-0.271484253,0.034403428,2895.710483,1.00120018,,,
b20j[19],-0.059861874,0.044907908,-0.149671381,0.034125813,4309.677356,1.000730586,,,
b20j[57],-0.073836407,0.056874373,-0.203849999,0.030515875,3698.849679,1.00033563,,,
b16j[34],-0.035990245,0.030979374,-0.099026641,0.021200854,3526.50018,1.000717397,,,
b20j[22],-0.081999097,0.060089158,-0.227620676,0.019595791,2577.772948,1.002459714,,,
b20j[50],-0.07758555,0.055461938,-0.209232172,0.018182143,3297.245785,1.001495091,,,
b12j[1],-0.184128836,0.124465879,-0.461721386,0.017710821,2252.035384,1.000815818,,,
b17j[43],-0.054220201,0.037886429,-0.130849305,0.016605909,3593.585714,1.000624312,,,
b17j[2],-0.091041236,0.065716743,-0.235170983,0.015199604,2542.224563,1.001908282,,,
b13j[56],-0.059712542,0.036548894,-0.13085951,0.012164043,6080.010411,1.000342846,,,
b11j[30],-0.266983253,0.165181221,-0.632904052,0.007453396,2584.450732,1.001042046,,,
b20j[56],-0.058282756,0.03269414,-0.123158557,0.005500148,3100.818437,1.001498009,,,
b19,-0.060128626,0.032672195,-0.123297618,0.005143801,1545.7931,1.001956261,SMF*ConNeigh*Treatment,,
